DrugBank ID,Name,Drug group,Pharmacological action?,Actions,Accession,Details,PUBCHEM ID
DB07996,5-(2-methylpiperazine-1-sulfonyl)isoquinoline,experimental,unknown,,P17612,Details,3542
DB07997,N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE,experimental,unknown,,P17612,Details,3540
DB08070,2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,experimental,unknown,,P17612,Details,16122634
DB08073,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,experimental,unknown,,P17612,Details,10172943
DB08113,3-pyridin-4-yl-1H-indazole,experimental,unknown,,P17612,Details,12412578
DB08114,"5-benzyl-1,3-thiazol-2-amine",experimental,unknown,,P17612,Details,691952
DB08148,"1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",experimental,unknown,,P17612,Details,24762195
DB08149,"1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",experimental,unknown,,P17612,Details,11696113
DB08150,"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",experimental,unknown,,P17612,Details,42627562
DB08162,Fasudil,investigational,unknown,,P17612,Details,3547
DB08231,Myristic acid,experimental,unknown,,P17612,Details,11005
DB08568,A-674563,experimental,unknown,,P17612,Details,11314340
DB08569,"3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE",experimental,unknown,,P17612,Details,16122642
DB03374,"3,5-Diiodotyrosine",experimental,unknown,,P17612,Details,9305
DB08756,Y-27632,experimental,unknown,,P17612,Details,448042
DB08846,Ellagic acid,investigational,unknown,inhibitor,P17612,Details,5281855
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,P17612,Details,11671467
DB01099,Flucytosine,"approved, investigational",unknown,other,P26358,Details,3366
DB01035,Procainamide,approved,unknown,other,P26358,Details,4913
DB01262,Decitabine,"approved, investigational",yes,inhibitor,P26358,Details,451668
DB00928,Azacitidine,"approved, investigational",yes,inhibitor,P26358,Details,9444
DB05668,Palifosfamide,investigational,unknown,,P26358,Details,100427
DB00721,Procaine,"approved, investigational, vet_approved",unknown,inhibitor,P26358,Details,4914
DB12116,Epigallocatechin gallate,investigational,unknown,inhibitor,P26358,Details,65064
DB00171,ATP,"investigational, nutraceutical",unknown,,P67870,Details,5957
DB04216,Quercetin,"experimental, investigational",unknown,,P67870,Details,5280343
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q13546,Details,11671467
DB00513,Aminocaproic acid,"approved, investigational",yes,antagonist,P00750,Details,564
DB01088,Iloprost,"approved, investigational",unknown,other/unknown,P00750,Details,5311181
DB07684,5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID,experimental,unknown,,P00750,Details,4474224
DB09213,Dexibuprofen,"approved, investigational",unknown,modulator,P00750,Details,39912
DB03401,"1D-myo-inositol 1,4,5-trisphosphate",experimental,unknown,,P35241,Details,439456
DB03147,Flavin adenine dinucleotide,approved,unknown,,P16435,Details,643975
DB03461,Nicotinamide adenine dinucleotide phosphate,experimental,unknown,,P16435,Details,5885
DB03247,Flavin mononucleotide,"approved, investigational",unknown,,P16435,Details,643976
DB00305,Mitomycin,approved,unknown,substrate,P16435,Details,5746
DB00166,Lipoic acid,"approved, investigational, nutraceutical",unknown,inhibitor,P16435,Details,6112
DB00665,Nilutamide,"approved, investigational",unknown,substrate,P16435,Details,4493
DB00694,Daunorubicin,approved,unknown,substrate,P16435,Details,30323
DB01466,Ethylmorphine,"experimental, illicit",unknown,inducer,P16435,Details,5359271
DB03247,Flavin mononucleotide,"approved, investigational",unknown,ligand,P16435,Details,643976
DB00865,Benzphetamine,"approved, illicit",unknown,substrate,P16435,Details,5311017
DB00698,Nitrofurantoin,"approved, vet_approved",unknown,substrate,P16435,Details,6604200
DB00997,Doxorubicin,"approved, investigational",unknown,substrate,P16435,Details,31703
DB09332,Kappadione,approved,unknown,substrate,P16435,Details,8555
DB06263,Amrubicin,investigational,unknown,substrate,P16435,Details,3035016
DB00626,Bacitracin,"approved, vet_approved",yes,inhibitor,P14735,Details,10909430
DB14487,Zinc acetate,"approved, investigational",unknown,ligand,P14735,Details,11192
DB14533,Zinc chloride,"approved, investigational",unknown,cofactor,P14735,Details,3007855
DB05018,Migalastat,"approved, investigational",unknown,,P06280,Details,176077
DB00143,Glutathione,"approved, investigational, nutraceutical",unknown,cofactor,P07203,Details,124886
DB09221,Polaprezinc,experimental,unknown,inducer,P07203,Details,51051629
DB11590,Thimerosal,approved,unknown,ligand,P07203,Details,16684434
DB11127,Selenious acid,"approved, investigational",yes,activator,P07203,Details,1091
DB11091,Hydrogen peroxide,"approved, vet_approved",unknown,substrate,P07203,Details,784
DB09061,Cannabidiol,"approved, investigational",unknown,stimulator,P07203,Details,644019
DB14011,Nabiximols,investigational,unknown,stimulator,P07203,Details,9852188
DB09479,Rubidium Rb-82,"approved, investigational",yes,substrate,P05026,Details,10176083
DB04315,Guanosine-5'-Diphosphate,experimental,unknown,,P61586,Details,135398619
DB01022,Phylloquinone,"approved, investigational",yes,substrateinducercofactor,P38435,Details,5284607
DB01125,Anisindione,approved,yes,inhibitor,P38435,Details,2197
DB00170,Menadione,"approved, nutraceutical",yes,cofactor,P38435,Details,4055
DB00142,Glutamic acid,"approved, nutraceutical",unknown,,P38435,Details,33032
DB09332,Kappadione,approved,unknown,agonist,P38435,Details,8555
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,O14578,Details,11671467
DB02910,Octanoyl-Coenzyme A,experimental,unknown,,P11310,Details,445344
DB03147,Flavin adenine dinucleotide,approved,unknown,,P11310,Details,643975
DB03415,3-thiaoctanoyl-CoA,experimental,unknown,,P11310,Details,448875
DB02930,Adenosine 5'-[gamma-thio]triphosphate,experimental,unknown,,O14874,Details,440317
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q8TD19,Details,11671467
DB03316,"1,4-Dioxane",experimental,unknown,,P13804,Details,31275
DB00126,Ascorbic acid,"approved, nutraceutical",unknown,cofactor,O00469,Details,54670067
DB02035,Hexadecanesulfonyl fluoride,experimental,unknown,,P50897,Details,3572
DB03796,Palmitic Acid,approved,unknown,,P50897,Details,985
DB11936,Bempedoic acid,"approved, investigational",yes,substrate,O14975,Details,10472693
DB00631,Clofarabine,"approved, investigational",yes,inhibitor,P09884,Details,119182
DB01073,Fludarabine,approved,yes,inhibitor,P09884,Details,657237
DB00242,Cladribine,"approved, investigational",yes,inhibitor,P09884,Details,20279
DB01280,Nelarabine,"approved, investigational",unknown,inhibitor,P09884,Details,3011155
DB04315,Guanosine-5'-Diphosphate,experimental,unknown,,P11233,Details,135398619
DB00144,Phosphatidyl serine,"investigational, nutraceutical",unknown,,Q8WTV0,Details,6323481
DB00163,Vitamin E,"approved, nutraceutical, vet_approved",unknown,transporter,Q8WTV0,Details,14985
DB01864,5'-Guanosine-Diphosphate-Monothiophosphate,experimental,unknown,,P62330,Details,135398675
DB04315,Guanosine-5'-Diphosphate,experimental,unknown,,P62330,Details,135398619
DB08231,Myristic acid,experimental,unknown,,P62330,Details,11005
DB09130,Copper,"approved, investigational",yes,cofactor,P28300,Details,23978
DB06778,Cupric sulfate,approved,unknown,inducer,P28300,Details,24462
DB03147,Flavin adenine dinucleotide,approved,unknown,,P55789,Details,643975
DB00630,Alendronic acid,approved,unknown,inhibitor,P38606,Details,2088
DB01077,Etidronic acid,approved,unknown,inhibitor,P38606,Details,3305
DB06733,Bafilomycin A1,experimental,yes,inhibitor,P38606,Details,6436223
DB06734,Bafilomycin B1,experimental,yes,inhibitor,P38606,Details,6440917
DB00157,NADH,"approved, nutraceutical",unknown,,P00387,Details,439153
DB03147,Flavin adenine dinucleotide,approved,unknown,,P00387,Details,643975
DB09130,Copper,"approved, investigational",unknown,,P00387,Details,23978
DB00157,NADH,"approved, nutraceutical",unknown,,Q9UDR5,Details,439153
DB02338,NADPH,experimental,unknown,,Q9UDR5,Details,5884
DB04207,L-Saccharopine,experimental,unknown,,Q9UDR5,Details,160556
DB00142,Glutamic acid,"approved, nutraceutical",unknown,,Q9UDR5,Details,33032
DB02527,Cyclic adenosine monophosphate,experimental,unknown,,P31323,Details,6076
DB02059,Adenosine-5-Diphosphoribose,experimental,unknown,,Q9NXA8,Details,447048
DB02701,Nicotinamide,"approved, investigational",unknown,,Q9NXA8,Details,936
DB03478,2'-O-Acetyl Adenosine-5-Diphosphoribose,experimental,unknown,,Q9NXA8,Details,447049
DB04786,Suramin,investigational,yes,inhibitor,Q9NXA8,Details,5361
DB15493,Cambinol,experimental,no,inhibitor,Q9NXA8,Details,3246390
DB08231,Myristic acid,experimental,unknown,,P15151,Details,11005
DB03203,Sphingosine,experimental,unknown,,P15151,Details,5280335
DB00825,Levomenthol,approved,yes,inducer,P12109,Details,16666
DB09061,Cannabidiol,"approved, investigational",unknown,agonist,P12109,Details,644019
DB14011,Nabiximols,investigational,unknown,,P12109,Details,9852188
DB11755,Tetrahydrocannabivarin,investigational,yes,agonist,P12109,Details,93147
DB11345,(S)-camphor,experimental,yes,inhibitor,P12109,Details,444294
DB01744,Camphor,approved,yes,inhibitor,P12109,Details,159055
DB14050,Cannabidivarin,investigational,yes,agonist,P12109,Details,11601669
DB11148,Butamben,"approved, withdrawn",unknown,inhibitor,P12109,Details,2482
DB00158,Folic acid,"approved, nutraceutical, vet_approved",unknown,substrate,Q92820,Details,135398658
DB00563,Methotrexate,approved,unknown,substrate,Q92820,Details,126941
DB00114,Pyridoxal phosphate,"approved, investigational, nutraceutical",unknown,cofactor,Q9HD40,Details,1051
DB09154,Sodium citrate,"approved, investigational",no,substrate,Q9BQT8,Details,6224
DB00174,Asparagine,"approved, investigational, nutraceutical",unknown,,Q96I59,Details,6267
DB01133,Tiludronic acid,"approved, investigational, vet_approved",unknown,inhibitor,Q15904,Details,60937
DB00156,Threonine,"approved, nutraceutical",unknown,,Q9BW92,Details,6288
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,experimental,unknown,,P11940,Details,6852165
DB00201,Caffeine,approved,unknown,inhibitor,P11940,Details,2519
DB09054,Idelalisib,approved,yes,inhibitor,P11940,Details,11625818
DB12483,Copanlisib,"approved, investigational",yes,inhibitor,P11940,Details,135565596
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,P11940,Details,11671467
DB05552,TG100-115,investigational,yes,inhibitor,P11940,Details,10427712
DB11952,Duvelisib,"approved, investigational",yes,inhibitor,P11940,Details,50905713
DB14989,Umbralisib,"approved, investigational",yes,inhibitor,P11940,Details,72950888
DB14989,Umbralisib,"approved, investigational",yes,inhibitor,P11940,Details,72950888
DB12695,Phenethyl Isothiocyanate,investigational,unknown,,O43169,Details,16741
DB14533,Zinc chloride,"approved, investigational",unknown,substrate,Q6PML9,Details,3007855
DB11093,Calcium citrate,"approved, investigational",no,ligand,P35556,Details,13136
DB11348,Calcium Phosphate,approved,no,ligand,P35556,Details,24456
DB14481,Calcium phosphate dihydrate,approved,no,,P35556,Details,104805
DB00134,Methionine,"approved, nutraceutical",unknown,substrate,Q9NZL9,Details,6137
DB00851,Dacarbazine,"approved, investigational",unknown,other/unknown,Q14181,Details,135398738
DB00122,Choline,"approved, nutraceutical",unknown,substrate,Q8IWA5,Details,305
DB02201,Malonate Ion,experimental,unknown,,Q99470,Details,9084
DB14533,Zinc chloride,"approved, investigational",unknown,substrate,Q8NEW0,Details,3007855
DB00152,Thiamine,"approved, investigational, nutraceutical, vet_approved",unknown,substrate,Q9BU02,Details,1130
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q96D53,Details,11671467
DB01902,"1-Ethyl-Pyrrolidine-2,5-Dione",experimental,unknown,,Q86YB8,Details,16842
DB03147,Flavin adenine dinucleotide,approved,unknown,,Q86YB8,Details,643975
DB12695,Phenethyl Isothiocyanate,investigational,unknown,,O75964,Details,16741
DB11638,Artenimol,"approved, experimental, investigational",unknown,ligand,O75964,Details,6918483
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",experimental,unknown,,P30153,Details,14205264
DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",experimental,unknown,,P30153,Details,17753820
DB08818,Hyaluronic acid,"approved, vet_approved",unknown,binder,Q07021,Details,24759
DB09130,Copper,"approved, investigational",unknown,,Q07021,Details,23978
DB12695,Phenethyl Isothiocyanate,investigational,unknown,,P67936,Details,16741
DB00452,Framycetin,approved,unknown,antagonist,P61073,Details,8378
DB05501,AMD-070,investigational,unknown,,P61073,Details,11256587
DB06809,Plerixafor,approved,yes,antagonist,P61073,Details,65015
DB05025,Arimoclomol,investigational,unknown,,P00441,Details,208924
DB00163,Vitamin E,"approved, nutraceutical, vet_approved",unknown,inducer,P00441,Details,14985
DB00515,Cisplatin,approved,unknown,substrate,P00441,Details,441203
DB00958,Carboplatin,approved,unknown,inhibitor,P00441,Details,5352133
DB00526,Oxaliplatin,"approved, investigational",unknown,substrate,P00441,Details,6857599
DB09130,Copper,"approved, investigational",yes,cofactor,P00441,Details,23978
DB01593,Zinc,"approved, investigational",unknown,,P00441,Details,23994
DB01629,5-fluorouridine,experimental,unknown,,P00441,Details,9427
DB00988,Dopamine,approved,unknown,,P00441,Details,681
DB01064,Isoprenaline,"approved, investigational",unknown,stabilization,P00441,Details,3779
DB09221,Polaprezinc,experimental,unknown,inducer,P00441,Details,51051629
DB14001,alpha-Tocopherol succinate,"approved, nutraceutical, vet_approved",unknown,inducer,P00441,Details,20353
DB14002,D-alpha-Tocopherol acetate,"approved, nutraceutical, vet_approved",unknown,inducer,P00441,Details,86472
DB14487,Zinc acetate,"approved, investigational",unknown,,P00441,Details,11192
DB14487,Zinc acetate,"approved, investigational",unknown,ligand,P00441,Details,11192
DB14533,Zinc chloride,"approved, investigational",unknown,cofactor,P00441,Details,3007855
DB14533,Zinc chloride,"approved, investigational",unknown,cofactor,P00441,Details,3007855
DB09061,Cannabidiol,"approved, investigational",unknown,inhibitor,P00441,Details,644019
DB14011,Nabiximols,investigational,unknown,inhibitor,P00441,Details,9852188
DB03085,Glycolic acid,"approved, investigational",unknown,inhibitor,P11413,Details,757
DB03461,Nicotinamide adenine dinucleotide phosphate,experimental,unknown,,P11413,Details,5885
DB05107,16-Bromoepiandrosterone,investigational,unknown,,P11413,Details,71613
DB11638,Artenimol,"approved, experimental, investigational",unknown,ligand,P11413,Details,6918483
DB01229,Paclitaxel,"approved, vet_approved",yes,,P10636,Details,36314
DB01248,Docetaxel,"approved, investigational",yes,,P10636,Details,148124
DB00637,Astemizole,"approved, withdrawn",unknown,,P10636,Details,2247
DB00448,Lansoprazole,"approved, investigational",unknown,,P10636,Details,3883
DB14914,Flortaucipir F-18,"approved, investigational",yes,binder,P10636,Details,70957463
DB01143,Amifostine,"approved, investigational",unknown,substrate,P05186,Details,2141
DB06716,Fospropofol,"approved, illicit, investigational",yes,substrate,P05186,Details,3038498
DB09498,Strontium chloride Sr-89,"approved, investigational",no,cofactor,P05186,Details,5388879
DB09338,Mersalyl,experimental,unknown,antagonist,P05186,Details,443130
DB00165,Pyridoxine,"approved, investigational, nutraceutical, vet_approved",unknown,substrate,P05186,Details,1054
DB00165,Pyridoxine,"approved, investigational, nutraceutical, vet_approved",unknown,substrate,P05186,Details,1054
DB00521,Carteolol,approved,yes,antagonist,P07550,Details,2583
DB00816,Orciprenaline,approved,yes,agonist,P07550,Details,4086
DB00867,Ritodrine,"approved, investigational",yes,agonist,P07550,Details,33572
DB00871,Terbutaline,approved,yes,agonist,P07550,Details,5403
DB00901,Bitolterol,withdrawn,yes,,P07550,Details,35330
DB00938,Salmeterol,approved,yes,agonist,P07550,Details,5152
DB00983,Formoterol,"approved, investigational",yes,agonist,P07550,Details,3410
DB01001,Salbutamol,"approved, vet_approved",yes,agonist,P07550,Details,2083
DB00373,Timolol,approved,yes,antagonist,P07550,Details,33624
DB00571,Propranolol,"approved, investigational",unknown,antagonist,P07550,Details,4946
DB00598,Labetalol,approved,yes,antagonist,P07550,Details,3869
DB00612,Bisoprolol,approved,no,antagonist,P07550,Details,2405
DB00668,Epinephrine,"approved, vet_approved",yes,agonist,P07550,Details,5816
DB00852,Pseudoephedrine,approved,unknown,partial agonist,P07550,Details,7028
DB00866,Alprenolol,"experimental, withdrawn",yes,antagonist,P07550,Details,2119
DB00960,Pindolol,"approved, investigational",yes,partial agonist,P07550,Details,4828
DB01064,Isoprenaline,"approved, investigational",yes,agonistbinder,P07550,Details,3779
DB01151,Desipramine,"approved, investigational",unknown,antagonist,P07550,Details,2995
DB01203,Nadolol,approved,unknown,antagonist,P07550,Details,39147
DB01210,Levobunolol,approved,yes,antagonist,P07550,Details,39468
DB01214,Metipranolol,approved,yes,antagonist,P07550,Details,31477
DB01274,Arformoterol,"approved, investigational",yes,agonist,P07550,Details,3083544
DB01366,Procaterol,"approved, investigational",yes,agonist,P07550,Details,688561
DB01407,Clenbuterol,"approved, investigational, vet_approved",yes,agonist,P07550,Details,2783
DB01136,Carvedilol,"approved, investigational",unknown,antagonist,P07550,Details,2585
DB01288,Fenoterol,"approved, investigational",yes,agonist,P07550,Details,3343
DB01291,Pirbuterol,approved,yes,agonist,P07550,Details,4845
DB01580,Oxprenolol,approved,unknown,antagonist,P07550,Details,4631
DB01359,Penbutolol,"approved, investigational",yes,antagonistpartial agonist,P07550,Details,37464
DB00368,Norepinephrine,approved,yes,agonist,P07550,Details,439260
DB01408,Bambuterol,investigational,yes,agonist,P07550,Details,54766
DB05039,Indacaterol,approved,yes,agonist,P07550,Details,6918554
DB06262,Droxidopa,"approved, investigational",yes,agonist,P07550,Details,92974
DB00264,Metoprolol,"approved, investigational",no,antagonist,P07550,Details,4171
DB00195,Betaxolol,"approved, investigational",unknown,antagonist,P07550,Details,2369
DB00489,Sotalol,approved,yes,antagonist,P07550,Details,5253
DB01295,Bevantolol,experimental,unknown,antagonist,P07550,Details,2372
DB01193,Acebutolol,"approved, investigational",unknown,partial agonist,P07550,Details,1978
DB01102,Arbutamine,approved,unknown,agonist,P07550,Details,60789
DB00841,Dobutamine,approved,unknown,agonist,P07550,Details,36811
DB07543,(S)-carazolol,experimental,unknown,,P07550,Details,13023332
DB00449,Dipivefrin,approved,yes,agonist,P07550,Details,3105
DB08807,Bopindolol,experimental,unknown,partial agonist,P07550,Details,44112
DB08808,Bupranolol,experimental,unknown,antagonist,P07550,Details,2475
DB04861,Nebivolol,"approved, investigational",unknown,antagonist,P07550,Details,71301
